country_name,city_name,timezone_name
South Korea,Yangyang,Asia/Seoul
Bangladesh,Chittagong,Asia/Dhaka
Bangladesh,Dhaka,Asia/Dhaka
Bangladesh,Sylhet,Asia/Dhaka
Bhutan,Paro,Asia/Thimphu
India,Agartala,Asia/Kolkata
India,Ahmedabad,Asia/Kolkata
India,Amritsar,Asia/Kolkata
India,Bangalore,Asia/Kolkata
India,Bhubaneswar,Asia/Kolkata
India,Chennai,Asia/Kolkata
India,Coimbatore,Asia/Kolkata
India,Delhi,Asia/Kolkata
India,Goa,Asia/Kolkata
India,Gaya,Asia/Kolkata
India,Guwahati,Asia/Kolkata
India,Hyderabad,Asia/Kolkata
India,Imphal,Asia/Kolkata
India,Indore,Asia/Kolkata
India,Jaipur,Asia/Kolkata
India,Kannur,Asia/Kolkata
India,Kochi,Asia/Kolkata
India,Kolkata,Asia/Kolkata
India,Kozhikode,Asia/Kolkata
India,Lucknow,Asia/Kolkata
India,Madurai,Asia/Kolkata
India,Mangalore,Asia/Kolkata
India,Mumbai,Asia/Kolkata
India,Nagpur,Asia/Kolkata
India,Pune,Asia/Kolkata
India,Ranchi,Asia/Kolkata
India,Siliguri,Asia/Kolkata
India,Srinagar,Asia/Kolkata
India,Surat,Europe/Paris
India,Thiruvananthapuram,Asia/Kolkata
India,Tirupati,Asia/Kolkata
India,Trichy,Asia/Kolkata
India,Vadodara,Asia/Kolkata
India,Varanasi,Asia/Kolkata
India,Vijayawada,Asia/Kolkata
India,Visakhapatnam,Asia/Kolkata
Maldives,Malé,Indian/Maldives
Maldives,Addu City,Indian/Maldives
Maldives,Hanimaadhoo,Indian/Maldives
Maldives,Maamigili,Indian/Maldives
Maldives,Maafaru,Indian/Maldives
Nepal,Kathmandu,Asia/Kathmandu
Nepal,Bhairahawa,Asia/Kathmandu
Nepal,Pokhara,Asia/Kathmandu
Pakistan,Bahawalpur,Asia/Karachi
Pakistan,Faisalabad,Asia/Karachi
Pakistan,Gwadar,Asia/Karachi
Pakistan,Islamabad,Asia/Karachi
Pakistan,Karachi,Asia/Karachi
Pakistan,Lahore,Asia/Karachi
Pakistan,Multan,Asia/Karachi
Pakistan,Peshawar,Asia/Karachi
Pakistan,Quetta,Asia/Karachi
Pakistan,Rahim Yar Khan,Asia/Karachi
Pakistan,Sialkot,Asia/Karachi
Pakistan,Turbat,Asia/Kabul
Sri Lanka,Colombo,Asia/Colombo
Sri Lanka,Hambantota,Asia/Colombo
Sri Lanka,Jaffna,Asia/Colombo
Brunei,Bandar Seri Begawan,Asia/Brunei
Cambodia,Phnom Penh,Asia/Phnom_Penh
Cambodia,Siem Reap,Asia/Phnom_Penh
Cambodia,Sihanoukville,Asia/Phnom_Penh
East Timor,Dili,Asia/Kolkata
Indonesia,Banda Aceh,Asia/Jakarta
Indonesia,Bandung,Asia/Jakarta
Indonesia,Banjarmasin,Asia/Makassar
Indonesia,Batam,Asia/Jakarta
Indonesia,Denpasar,Asia/Makassar
Indonesia,Jakarta,Asia/Jakarta
Indonesia,Kupang,Asia/Makassar
Indonesia,Makassar,Asia/Makassar
Indonesia,Manado,Asia/Makassar
Indonesia,Mataram,Asia/Makassar
Indonesia,Medan,Asia/Jakarta
Indonesia,Padang,Asia/Jakarta
Indonesia,Palembang,Asia/Jakarta
Indonesia,Pekanbaru,Asia/Jakarta
Indonesia,Semarang,Asia/Jakarta
Indonesia,Surabaya,Asia/Jakarta
Indonesia,Surakarta,Asia/Jakarta
Indonesia,Tarakan,Asia/Makassar
Indonesia,Yogyakarta,Asia/Jakarta
Laos,Luang Prabang,Asia/Vientiane
Laos,Pakse,Asia/Vientiane
Laos,Savannakhet,Asia/Vientiane
Laos,Vientiane,Asia/Vientiane
Malaysia,Alor Setar,Asia/Kuala_Lumpur
Malaysia,Ipoh,Asia/Kuala_Lumpur
Malaysia,Johor Bahru,Asia/Kuala_Lumpur
Malaysia,Kota Bharu,Asia/Kuala_Lumpur
Malaysia,Kota Kinabalu,Asia/Kuching
Malaysia,Kuala Lumpur,Asia/Kuala_Lumpur
Malaysia,Kuala Terengganu,Asia/Kuala_Lumpur
Malaysia,Kuantan,Asia/Kuala_Lumpur
Malaysia,Kuching,Asia/Kuching
Malaysia,Langkawi,Asia/Kuala_Lumpur
Malaysia,Penang,Asia/Kuala_Lumpur
Myanmar (Burma),Mandalay,Asia/Yangon
Myanmar (Burma),Yangon,Asia/Yangon
Myanmar (Burma),Naypyidaw,Asia/Yangon
Philippines,Batanes,Asia/Manila
Philippines,Cagayan,Asia/Manila
Philippines,Lapu-Lapu City,Asia/Manila
Philippines,Angeles City,Asia/Manila
Philippines,Davao City,Asia/Manila
Philippines,General Santos,Asia/Manila
Philippines,Iloilo City,Asia/Manila
Philippines,Kalibo,Asia/Manila
Philippines,Laoag,Asia/Manila
Philippines,Manila,Asia/Manila
Philippines,Panglao Island,Asia/Manila
Philippines,Puerto Princesa,Asia/Manila
Philippines,Olongapo,Asia/Manila
Philippines,Zamboanga City,Asia/Manila
Singapore,Singapore,Asia/Singapore
Thailand,Bangkok,Asia/Bangkok
Thailand,Chiang Mai,Asia/Bangkok
Thailand,Chiang Rai,Asia/Bangkok
Thailand,Rayong/Pattaya,Asia/Bangkok
Thailand,Hat Yai,Asia/Bangkok
Thailand,Krabi,Asia/Bangkok
Thailand,Phuket,Asia/Bangkok
Thailand,Surat Thani,Asia/Bangkok
Thailand,Ko Samui,Asia/Bangkok
Thailand,Udon Thani,Asia/Bangkok
Vietnam,Da Nang,Asia/Ho_Chi_Minh
Vietnam,Hanoi,Asia/Bangkok
Vietnam,Ho Chi Minh City,Asia/Ho_Chi_Minh
Vietnam,Can Tho,Asia/Ho_Chi_Minh
Vietnam,Haiphong,Asia/Bangkok
Vietnam,Huế,Asia/Ho_Chi_Minh
Vietnam,Phu Quoc,Asia/Ho_Chi_Minh
Vietnam,Nha Trang,Asia/Ho_Chi_Minh
Vietnam,Quảng Nam,Asia/Ho_Chi_Minh
Vietnam,Vân Đồn,Asia/Bangkok
Afghanistan,Kabul,Asia/Kabul
Afghanistan,Herat,Asia/Kabul
Afghanistan,Kandahar,Asia/Kabul
Afghanistan,Mazar-i-Sharif,Asia/Kabul
Bahrain,Manama,Asia/Bahrain
Iran,Abadan,Asia/Tehran
Iran,Ahvaz,Asia/Tehran
Iran,Arak,Asia/Tehran
Iran,Ardabil,Asia/Tehran
Iran,Asaluyeh,Asia/Tehran
Iran,Bandar Abbas,Asia/Tehran
Iran,Birjand,Asia/Tehran
Iran,Bushehr,Asia/Tehran
Iran,Gorgan,Europe/Bucharest
Iran,Hamadan,Asia/Tehran
Iran,Ilam,Asia/Tehran
Iran,Isfahan,Asia/Tehran
Iran,Kerman,Asia/Tehran
Iran,Kermanshah,Asia/Tehran
Iran,Kish Island,America/Vancouver
Iran,Konarak,Asia/Tehran
Iran,Lamerd,Asia/Tehran
Iran,Lar,Africa/Johannesburg
Iran,Mashhad,Asia/Tehran
Iran,Qeshm Island,Asia/Tehran
Iran,Rasht,Asia/Tehran
Iran,Sari,America/Vancouver
Iran,Shiraz,Asia/Tehran
Iran,Tabriz,Asia/Tehran
Iran,Tehran,Asia/Tehran
Iran,Urmia,Asia/Tehran
Iran,Yazd,Asia/Tehran
Iran,Zahedan,Asia/Tehran
Iraq,Al Najaf,Asia/Baghdad
Iraq,Baghdad,Asia/Baghdad
Iraq,Basra,Asia/Baghdad
Iraq,Erbil,Asia/Baghdad
Iraq,Mosul,Asia/Baghdad
Iraq,Nasiriyah,Asia/Baghdad
Iraq,Sulaymaniyah,Asia/Baghdad
Israel,Eilat,Asia/Jerusalem
Israel,Haifa,Asia/Jerusalem
Israel,Tel Aviv,Asia/Jerusalem
Jordan,Aqaba,Asia/Amman
Jordan,Amman,Asia/Amman
Kuwait,Kuwait City,Asia/Kuwait
Lebanon,Beirut,Asia/Beirut
Oman,Muscat,Asia/Muscat
Oman,Salalah,Asia/Muscat
Oman,Sohar,Asia/Muscat
Qatar,Doha,Asia/Qatar
Saudi Arabia,Abha,Asia/Riyadh
Saudi Arabia,Al-Ahsa,Asia/Riyadh
Saudi Arabia,Al-Jawf,Asia/Aden
Saudi Arabia,Buraydah,Asia/Riyadh
Saudi Arabia,Dammam,Asia/Riyadh
Saudi Arabia,Ha'il,Asia/Riyadh
Saudi Arabia,Jeddah,Asia/Riyadh
Saudi Arabia,Jizan,Asia/Riyadh
Saudi Arabia,Medina,America/Chicago
Saudi Arabia,Najran,Asia/Riyadh
Saudi Arabia,Riyadh,Asia/Riyadh
Saudi Arabia,Tabuk,Asia/Riyadh
Saudi Arabia,Ta'if,Europe/Paris
Saudi Arabia,Yanbu,Asia/Riyadh
Syria,Aleppo,Asia/Damascus
Syria,Damascus,Asia/Damascus
Syria,Latakia,Asia/Damascus
Syria,Qamishli,Asia/Damascus
United Arab Emirates,Abu Dhabi,Asia/Dubai
United Arab Emirates,Al Ain,Asia/Dubai
United Arab Emirates,Dubai,Asia/Dubai
United Arab Emirates,Ras Al Khaimah,Asia/Dubai
United Arab Emirates,Sharjah,Asia/Dubai
Yemen,Aden,Asia/Aden
Yemen,Sanaa,Asia/Aden
Yemen,Seiyun,Asia/Aden
England and Wales,Birmingham,Europe/London
England and Wales,Bournemouth,Europe/London
England and Wales,Bristol,Europe/London
England and Wales,Cardiff,Europe/London
England and Wales,Doncaster/Sheffield,Europe/London
England and Wales,Middlesbrough,Europe/London
England and Wales,Nottingham,Europe/London
England and Wales,Exeter,Europe/London
England and Wales,Leeds/Bradford,Europe/London
England and Wales,Liverpool,Europe/London
England and Wales,London,Europe/London
England and Wales,Manchester,Europe/London
England and Wales,Newcastle upon Tyne,Europe/London
England and Wales,Newquay,Europe/London
England and Wales,Norwich,Europe/London
England and Wales,Southampton,Europe/London
Scotland,Aberdeen,Europe/London
Scotland,Edinburgh,Europe/London
Scotland,Glasgow,Europe/London
Scotland,Inverness,Europe/London
Northern Ireland,Belfast,Europe/London
Northern Ireland,Derry,Europe/London
Belgium,Antwerp,Europe/Brussels
Belgium,Brussels,Europe/Brussels
Belgium,Liège,Europe/Brussels
Belgium,Ostend/Bruges,Europe/Brussels
France,Ajaccio,Europe/Paris
France,Bastia,Europe/Paris
France,Beauvais,Europe/Paris
France,Bergerac,Europe/Paris
France,Béziers,Europe/Paris
France,Biarritz,Europe/Paris
France,Bordeaux,Europe/Paris
France,Brest,Europe/Paris
France,Carcassonne,Europe/Paris
France,Châlons-en-Champagne,Europe/Paris
France,Chambéry,Europe/Paris
France,Dinard,Europe/Paris
France,Figari,Europe/Rome
France,Grenoble,Europe/Paris
France,Île de Ré,Europe/Paris
France,Lille,Europe/Paris
France,Limoges,Europe/Paris
France,Lyon,Europe/Paris
France,Marseille,Europe/Paris
France,Mulhouse,Europe/Paris
France,Nantes,Europe/Paris
France,Nice,Europe/Paris
France,Nîmes,Europe/Paris
France,Paris,Europe/Paris
France,Pau,Europe/Paris
France,Perpignan,Europe/Paris
France,Poitiers,Europe/Paris
France,Rodez,Europe/Paris
France,Saint-Étienne,Europe/Paris
France,Strasbourg,Europe/Paris
France,Toulon,Europe/Paris
France,Toulouse,Europe/Paris
France,Tours,Europe/Paris
Gibraltar,Gibraltar,Europe/Gibraltar
Guernsey,Alderney,Europe/Guernsey
Guernsey,Guernsey,Europe/Guernsey
Jersey,Jersey,Europe/Jersey
Ireland,Cork,Europe/Dublin
Ireland,Dublin,Europe/Dublin
Ireland,Kerry,Europe/Dublin
Ireland,Knock,Europe/London
Ireland,Shannon,America/Chicago
Isle of Man,Isle of Man,Europe/Isle_of_Man
Luxembourg,Luxembourg City,Europe/Luxembourg
Netherlands,Amsterdam,Europe/Amsterdam
Netherlands,Eindhoven,Europe/Amsterdam
Netherlands,Groningen,Europe/Amsterdam
Netherlands,Maastricht,Europe/Amsterdam
Netherlands,Rotterdam,Europe/Amsterdam
Austria,Graz,Europe/Vienna
Austria,Klagenfurt,Europe/Vienna
Austria,Innsbruck,Europe/Vienna
Austria,Linz,Europe/Vienna
Austria,Salzburg,Europe/Vienna
Austria,Vienna,Europe/Vienna
Czech Republic,Brno,Europe/Prague
Czech Republic,Karlovy Vary,Europe/Prague
Czech Republic,Ostrava,Europe/Prague
Czech Republic,Prague,Europe/Prague
Czech Republic,Pardubice,Europe/Prague
Germany,Baden-Baden/Karlsruhe,Europe/Berlin
Germany,Berlin,Europe/Berlin
Germany,Bremen,Europe/Berlin
Germany,Cologne/Bonn,Europe/Berlin
Germany,Dortmund,Europe/Berlin
Germany,Düsseldorf,Europe/Berlin
Germany,Frankfurt,Europe/Berlin
Germany,Freiburg im Breisgau,Europe/Berlin
Germany,Friedrichshafen,Europe/Berlin
Germany,Hamburg,Europe/Berlin
Germany,Hanover,Europe/Berlin
Germany,Leipzig,Europe/Berlin
Germany,Lübeck,Europe/Berlin
Germany,Memmingen,Europe/Berlin
Germany,Munich,Europe/Berlin
Germany,Nuremberg,Europe/Berlin
Germany,Stuttgart,Europe/Berlin
Germany,Weeze,Europe/Berlin
Hungary,Budapest,Europe/Budapest
Hungary,Debrecen,Europe/Budapest
Hungary,Hévíz,Europe/Budapest
Hungary,Győr,Europe/Budapest
Hungary,Pécs,Europe/Budapest
Slovakia,Bratislava,Europe/Bratislava
Slovakia,Košice,Europe/Bratislava
Slovakia,Piešťany,Europe/Bratislava
Slovakia,Poprad,Europe/Bratislava
Slovakia,Sliač,Europe/Bratislava
Slovakia,Žilina,Europe/Bratislava
Switzerland,Basel,Europe/Zurich
Switzerland,Bern,Europe/Zurich
Switzerland,Geneva,Europe/Zurich
Switzerland,Lugano,Europe/Zurich
Switzerland,St. Gallen,Europe/Zurich
Switzerland,Zürich,Europe/Zurich
Poland,Bydgoszcz,Europe/Warsaw
Poland,Gdańsk,Europe/Warsaw
Poland,Katowice,Europe/Warsaw
Poland,Kraków,Europe/Warsaw
Poland,Lublin,Europe/Warsaw
Poland,Łódź,Europe/Warsaw
Poland,Poznań,Europe/Warsaw
Poland,Rzeszów,Europe/Warsaw
Poland,Szczecin,Europe/Warsaw
Poland,Warsaw,Europe/Warsaw
Poland,Wrocław,Europe/Warsaw
Croatia,Brač,Europe/Zagreb
Croatia,Dubrovnik,Europe/Zagreb
Croatia,Mali Lošinj,Europe/Zagreb
Croatia,Osijek,Europe/Zagreb
Croatia,Pula,Europe/Zagreb
Croatia,Rijeka,Europe/Zagreb
Croatia,Split,Europe/Zagreb
Croatia,Zadar,Europe/Zagreb
Croatia,Zagreb,Europe/Zagreb
Cyprus,Larnaca,Asia/Nicosia
Cyprus,Paphos,Asia/Nicosia
Cyprus,North Nicosia,America/Los_Angeles
Greece,Athens,Europe/Athens
Greece,Cephalonia,Europe/Athens
Greece,Chania,Europe/Athens
Greece,Chios,Europe/Athens
Greece,Corfu,Europe/Athens
Greece,Heraklion,Europe/Athens
Greece,Kalamata,Europe/Athens
Greece,Karpathos,Europe/Athens
Greece,Kavala,Europe/Athens
Greece,Kos,Asia/Qostanay
Greece,Mykonos,Europe/Athens
Greece,Mytilene,Europe/Athens
Greece,Preveza,Europe/Athens
Greece,Rhodes,Europe/Paris
Greece,Samos,Europe/Madrid
Greece,Santorini,Europe/Athens
Greece,Skiathos,Europe/Athens
Greece,Skyros,Europe/Athens
Greece,Thessaloniki,Europe/Athens
Greece,Volos,Europe/Athens
Greece,Zakynthos,Europe/Athens
Italy,Alghero,Europe/Rome
Italy,Ancona,Europe/Rome
Italy,Bari,Europe/Rome
Italy,Bergamo,Europe/Rome
Italy,Bologna,Europe/Rome
Italy,Brescia,Europe/Rome
Italy,Brindisi,Europe/Rome
Italy,Cagliari,Europe/Rome
Italy,Catania,Europe/Rome
Italy,Cuneo,Europe/Rome
Italy,Florence,Europe/Rome
Italy,Genoa,Europe/Rome
Italy,Lamezia,Europe/London
Italy,Milan,Europe/Rome
Italy,Naples,Europe/Rome
Italy,Olbia,Europe/Rome
Italy,Palermo,Europe/Rome
Italy,Parma,Europe/Rome
Italy,Perugia,Europe/Rome
Italy,Pescara,Europe/Rome
Italy,Pisa,Europe/Rome
Italy,Rimini,Europe/Rome
Italy,Rome,Europe/Rome
Italy,Trapani,Europe/Rome
Italy,Trieste,Europe/Rome
Italy,Turin,Europe/Rome
Italy,Venice,Europe/Rome
Italy,Verona,Europe/Rome
Malta,Valletta,Europe/Malta
Portugal,Beja,Europe/Lisbon
Portugal,Faro,Europe/Lisbon
Portugal,Funchal,Atlantic/Madeira
Portugal,Porto Santo Island,Atlantic/Madeira
Portugal,Lisbon,Europe/Lisbon
Portugal,Porto,Europe/Lisbon
Portugal,Ponta Delgada,Atlantic/Azores
Portugal,Terceira Island,Atlantic/Azores
Slovenia,Ljubljana,Europe/Ljubljana
Slovenia,Maribor,Europe/Ljubljana
Slovenia,Portorož,Europe/Ljubljana
Spain,A Coruña,Europe/Madrid
Spain,Alicante,Europe/Madrid
Spain,Almería,Europe/Madrid
Spain,Asturias,Europe/Madrid
Spain,Barcelona,Europe/Madrid
Spain,Bilbao,Europe/Madrid
Spain,Castellón de la Plana,Europe/Madrid
Spain,Fuerteventura,Atlantic/Canary
Spain,Girona,Europe/Madrid
Spain,Gran Canaria,Atlantic/Canary
Spain,Granada,Europe/Madrid
Spain,Huesca,Europe/Madrid
Spain,Ibiza,Europe/Madrid
Spain,Jerez de la Frontera,Europe/Madrid
Spain,La Palma,Atlantic/Canary
Spain,Lanzarote,Atlantic/Canary
Spain,Lleida,Europe/Madrid
Spain,Madrid,Europe/Madrid
Spain,Málaga,Europe/Madrid
Spain,Menorca,Europe/Madrid
Spain,Murcia,Europe/Madrid
Spain,Palma de Mallorca,Europe/Madrid
Spain,Pamplona,Europe/Madrid
Spain,Reus,Europe/Madrid
Spain,Santander,Europe/Madrid
Spain,Santiago de Compostela,Europe/Madrid
Spain,Seville,Europe/Madrid
Spain,Tenerife,Atlantic/Canary
Spain,Valencia,Europe/Madrid
Spain,Valladolid,Europe/Madrid
Spain,Vigo,Europe/Madrid
Spain,Vitoria-Gasteiz,Europe/Madrid
Spain,Zaragoza,Europe/Madrid
Albania,Tirana,Europe/Tirane
Albania,Kukes,Europe/Tirane
Armenia,Yerevan,Asia/Yerevan
Armenia,Gyumri,Asia/Yerevan
Azerbaijan,Baku,Asia/Baku
Azerbaijan,Ganja,Asia/Baku
Azerbaijan,Nakhchivan,Asia/Baku
Azerbaijan,Qabala,Asia/Baku
Azerbaijan,Lankaran,Asia/Baku
Azerbaijan,Zaqatala,Asia/Baku
Belarus,Grodno,Europe/Minsk
Belarus,Gomel,Europe/Minsk
Belarus,Minsk,Europe/Minsk
Bosnia and Herzegovina,Banja Luka,Europe/Sarajevo
Bosnia and Herzegovina,Sarajevo,Europe/Sarajevo
Bosnia and Herzegovina,Tuzla,Europe/Sarajevo
Bosnia and Herzegovina,Mostar,Europe/Sarajevo
Bulgaria,Burgas,Europe/Madrid
Bulgaria,Plovdiv,Europe/Sofia
Bulgaria,Sofia,Indian/Antananarivo
Bulgaria,Varna,Europe/Sofia
Georgia,Ambrolauri,Asia/Tbilisi
Georgia,Batumi,Asia/Tbilisi
Georgia,Kutaisi,Asia/Tbilisi
Georgia,Mestia,Asia/Tbilisi
Georgia,Natakhtari,Asia/Tbilisi
Georgia,Sokhumi,Asia/Tbilisi
Georgia,Tbilisi,Asia/Tbilisi
Kosovo,Pristina,Europe/Belgrade
Moldova,Chişinău,Europe/Chisinau
Romania,Arad,Europe/Bucharest
Romania,Bacau,Europe/Bucharest
Romania,Baia Mare,Europe/Bucharest
Romania,Bucharest,Europe/Bucharest
Romania,Cluj-Napoca,Europe/Bucharest
Romania,Constanța,Europe/Bucharest
Romania,Craiova,Europe/Bucharest
Romania,Iași,Europe/Bucharest
Romania,Oradea,Europe/Bucharest
Romania,Satu Mare,Europe/Bucharest
Romania,Sibiu,Europe/Bucharest
Romania,Suceava,Europe/Bucharest
Romania,Târgu Mureș,Europe/Bucharest
Romania,Timișoara,Europe/Bucharest
Montenegro,Podgorica,Europe/Podgorica
Montenegro,Tivat,Europe/Podgorica
North Macedonia,Ohrid,Europe/Skopje
North Macedonia,Skopje,Europe/Skopje
Russia,Abakan,Asia/Krasnoyarsk
Russia,Anadyr,Asia/Anadyr
Russia,Anapa,Europe/Moscow
Russia,Arkhangelsk,Europe/Moscow
Russia,Astrakhan,Europe/Astrakhan
Russia,Barnaul,Asia/Barnaul
Russia,Belgorod,Europe/Moscow
Russia,Blagoveshchensk,Asia/Yakutsk
Russia,Bratsk,Asia/Irkutsk
Russia,Bryansk,Europe/Moscow
Russia,Cheboksary,Europe/Moscow
Russia,Chelyabinsk,Asia/Yekaterinburg
Russia,Cherepovets,Europe/Moscow
Russia,Chita,America/Bogota
Russia,Elista,Europe/Moscow
Russia,Irkutsk,Asia/Irkutsk
Russia,Grozny,Europe/Moscow
Russia,Kaliningrad,Europe/Kaliningrad
Russia,Kazan,Europe/Moscow
Russia,Khabarovsk,Asia/Vladivostok
Russia,Komsomolsk-on-Amur,Asia/Vladivostok
Russia,Krasnodar,Europe/Moscow
Russia,Krasnoyarsk,Asia/Krasnoyarsk
Russia,Kursk,Europe/Moscow
Russia,Magadan,Asia/Magadan
Russia,Magnitogorsk,Asia/Yekaterinburg
Russia,Makhachkala,Europe/Moscow
Russia,Mineralnye Vody,Europe/Moscow
Russia,Moscow,Europe/Moscow
Russia,Murmansk,Europe/Moscow
Russia,Nalchik,Europe/Moscow
Russia,Nizhnevartovsk,Asia/Yekaterinburg
Russia,Nizhnekamsk,Europe/Moscow
Russia,Nizhny Novgorod,Europe/Moscow
Russia,Novokuznetsk,Asia/Novokuznetsk
Russia,Novosibirsk,Asia/Novosibirsk
Russia,Omsk,Asia/Omsk
Russia,Orenburg,Asia/Yekaterinburg
Russia,Orsk,Asia/Yekaterinburg
Russia,Perm,Asia/Yekaterinburg
Russia,Petrozavodsk,Europe/Moscow
Russia,Provideniya,Asia/Anadyr
Russia,Petropavlovsk-Kamchatsky,Asia/Kamchatka
Russia,Pskov,Europe/Moscow
Russia,Rostov-on-Don,Europe/Moscow
Russia,Saint Petersburg,America/New_York
Russia,Samara,Europe/Samara
Russia,Saratov,Europe/Saratov
Russia,Sochi,Europe/Moscow
Russia,Stavropol,Europe/Moscow
Russia,Surgut,Asia/Yekaterinburg
Russia,Syktyvkar,Europe/Moscow
Russia,Tomsk,Asia/Tomsk
Russia,Tyumen,Asia/Yekaterinburg
Russia,Ulan-Ude,Asia/Irkutsk
Russia,Ulyanovsk,Europe/Ulyanovsk
Russia,Ufa,Europe/Berlin
Russia,Vladivostok,Asia/Vladivostok
Russia,Vladikavkaz,Europe/Moscow
Russia,Volgograd,Europe/Volgograd
Russia,Voronezh,Europe/Moscow
Russia,Yakutsk,Asia/Yakutsk
Russia,Yaroslavl,Europe/Moscow
Russia,Yekaterinburg,Asia/Yekaterinburg
Russia,Yuzhno-Sakhalinsk,Asia/Sakhalin
Serbia,Belgrade,Europe/Belgrade
Serbia,Niš,Europe/Belgrade
Serbia,Kraljevo,Europe/Belgrade
Turkey,Adana,Europe/Istanbul
Turkey,Alanya,Europe/Istanbul
Turkey,Ankara,Europe/Istanbul
Turkey,Antalya,Europe/Istanbul
Turkey,Bodrum,Europe/Istanbul
Turkey,Bursa,Europe/Istanbul
Turkey,Dalaman,Europe/Istanbul
Turkey,Denizli,Europe/Istanbul
Turkey,Diyarbakır,Europe/Istanbul
Turkey,Elazığ,Europe/Istanbul
Turkey,Gaziantep,Europe/Istanbul
Turkey,Istanbul,Europe/Istanbul
Turkey,İzmir,Europe/Istanbul
Turkey,Kayseri,Europe/Istanbul
Turkey,Konya,Europe/Istanbul
Turkey,Kütahya,Europe/Istanbul
Turkey,Malatya,Europe/Istanbul
Turkey,Nevşehir,Europe/Istanbul
Turkey,Samsun,Europe/Istanbul
Turkey,Trabzon,Europe/Istanbul
Turkey,Zonguldak,Europe/Istanbul
Ukraine,Chernivtsi,Europe/Kyiv
Ukraine,Dnipro,Europe/Minsk
Ukraine,Ivano-Frankivsk,Europe/Kyiv
Ukraine,Kharkiv,Europe/Kyiv
Ukraine,Kryvyi Rih,Europe/Kyiv
Ukraine,Kyiv,Europe/Kyiv
Ukraine,Lviv,Europe/Kyiv
Ukraine,Mykolaiv,Europe/Kyiv
Ukraine,Odesa,Europe/Kyiv
Ukraine,Poltava,Europe/Kyiv
Ukraine,Simferopol,Europe/Simferopol
Ukraine,Uzhhorod,Europe/Kyiv
Ukraine,Zaporizhzhia,Europe/Kyiv
Denmark,Aalborg,Europe/Copenhagen
Denmark,Aarhus,Europe/Copenhagen
Denmark,Billund,Europe/Copenhagen
Denmark,Copenhagen,Europe/Copenhagen
Estonia,Tallinn,Europe/Tallinn
Estonia,Tartu,Europe/Tallinn
Estonia,Pärnu,Europe/Tallinn
Faroe Islands,Vágar,Atlantic/Faroe
Finland,Åland,Europe/Mariehamn
Finland,Helsinki,Europe/Helsinki
Finland,Kittilä,Europe/Helsinki
Finland,Kuopio,Europe/Helsinki
Finland,Kuusamo,Europe/Helsinki
Finland,Lappeenranta,Europe/Helsinki
Finland,Oulu,Europe/Helsinki
Finland,Rovaniemi,Europe/Helsinki
Finland,Savonlinna,Europe/Helsinki
Finland,Tampere,Europe/Helsinki
Finland,Turku,Europe/Helsinki
Finland,Vaasa,Europe/Helsinki
Iceland,Akureyri,Atlantic/Reykjavik
Iceland,Egilsstaðir,Atlantic/Reykjavik
Iceland,Reykjavík,Atlantic/Reykjavik
Latvia,Riga,Europe/Riga
Latvia,Ventspils,Europe/Riga
Lithuania,Kaunas,Europe/Vilnius
Lithuania,Palanga,Europe/Vilnius
Lithuania,Šiauliai,Europe/Vilnius
Lithuania,Vilnius,Europe/Vilnius
Norway,Ålesund,Europe/Oslo
Norway,Bergen,Europe/Oslo
Norway,Bodø,Europe/Oslo
Norway,Haugesund,Europe/Oslo
Norway,Kristiansand,Europe/Oslo
Norway,Oslo,Europe/Oslo
Norway,Stavanger,Europe/Oslo
Norway,Tromsø,Europe/Oslo
Norway,Trondheim,Europe/Oslo
Sweden,Gothenburg,Europe/Stockholm
Sweden,Luleå,Europe/Stockholm
Sweden,Malmö,Europe/Stockholm
Sweden,Norrköping,Europe/Stockholm
Sweden,Östersund,Europe/Stockholm
Sweden,Stockholm,Europe/Stockholm
Sweden,Sundsvall,Europe/Stockholm
Sweden,Umeå,Europe/Stockholm
Sweden,Växjö,Europe/Stockholm
Sweden,Visby,Europe/Stockholm
